Row ID,Stamp,Date             Time,Humidity(%)
181000,1497825382, 18/6/2017 22:36:22,63.2
181999,1497825383, 18/6/2017 22:36:23,63.2
183000,1497825384, 18/6/2017 22:36:24,63.2
183999,1497825385, 18/6/2017 22:36:25,63.2
184999,1497825386, 18/6/2017 22:36:26,63.2
185999,1497825387, 18/6/2017 22:36:27,63.2
186998,1497825388, 18/6/2017 22:36:28,63.2
188000,1497825389, 18/6/2017 22:36:29,63.3
188999,1497825390, 18/6/2017 22:36:30,63.3
190000,1497825391, 18/6/2017 22:36:31,63.3
190998,1497825392, 18/6/2017 22:36:32,63.3
192001,1497825393, 18/6/2017 22:36:33,63.3
192999,1497825394, 18/6/2017 22:36:34,63.4
193999,1497825395, 18/6/2017 22:36:35,63.4
194999,1497825396, 18/6/2017 22:36:36,63.4
195999,1497825397, 18/6/2017 22:36:37,63.4
196999,1497825398, 18/6/2017 22:36:38,63.4
197999,1497825399, 18/6/2017 22:36:39,63.3
198999,1497825400, 18/6/2017 22:36:40,63.3
199998,1497825401, 18/6/2017 22:36:41,63.3
200999,1497825402, 18/6/2017 22:36:42,63.4
202000,1497825403, 18/6/2017 22:36:43,63.4
202999,1497825404, 18/6/2017 22:36:44,63.4
203999,1497825405, 18/6/2017 22:36:45,63.5
205000,1497825406, 18/6/2017 22:36:46,63.5
205999,1497825407, 18/6/2017 22:36:47,63.4
206999,1497825408, 18/6/2017 22:36:48,63.4
207998,1497825409, 18/6/2017 22:36:49,63.4
208999,1497825410, 18/6/2017 22:36:50,63.4
209999,1497825411, 18/6/2017 22:36:51,63.5
211000,1497825412, 18/6/2017 22:36:52,63.5
211998,1497825413, 18/6/2017 22:36:53,63.5
213000,1497825414, 18/6/2017 22:36:54,63.5
213999,1497825415, 18/6/2017 22:36:55,63.5
214999,1497825416, 18/6/2017 22:36:56,63.7
215999,1497825417, 18/6/2017 22:36:57,63.7
216998,1497825418, 18/6/2017 22:36:58,63.8
217999,1497825419, 18/6/2017 22:36:59,63.8
218998,1497825420, 18/6/2017 22:37:0,63.7
219999,1497825421, 18/6/2017 22:37:1,63.7
220999,1497825422, 18/6/2017 22:37:2,63.8
221999,1497825423, 18/6/2017 22:37:3,63.8
222999,1497825424, 18/6/2017 22:37:4,63.8
224000,1497825425, 18/6/2017 22:37:5,63.8
224999,1497825426, 18/6/2017 22:37:6,63.8
225998,1497825427, 18/6/2017 22:37:7,63.8
226999,1497825428, 18/6/2017 22:37:8,63.8
227998,1497825429, 18/6/2017 22:37:9,63.8
228999,1497825430, 18/6/2017 22:37:10,63.8
229998,1497825431, 18/6/2017 22:37:11,63.8
230999,1497825432, 18/6/2017 22:37:12,63.8
231999,1497825433, 18/6/2017 22:37:13,63.8
232998,1497825434, 18/6/2017 22:37:14,63.8
233999,1497825435, 18/6/2017 22:37:15,63.8
234999,1497825436, 18/6/2017 22:37:16,63.7
235999,1497825437, 18/6/2017 22:37:17,63.7
236998,1497825438, 18/6/2017 22:37:18,63.7
237999,1497825439, 18/6/2017 22:37:19,63.7
238999,1497825440, 18/6/2017 22:37:20,63.7
239998,1497825441, 18/6/2017 22:37:21,63.7
240999,1497825442, 18/6/2017 22:37:22,63.8
242000,1497825443, 18/6/2017 22:37:23,63.8
242999,1497825444, 18/6/2017 22:37:24,63.8
244000,1497825445, 18/6/2017 22:37:25,63.8
245000,1497825446, 18/6/2017 22:37:26,63.8
245998,1497825447, 18/6/2017 22:37:27,63.8
246999,1497825448, 18/6/2017 22:37:28,63.8
248000,1497825449, 18/6/2017 22:37:29,63.8
248999,1497825450, 18/6/2017 22:37:30,63.8
250000,1497825451, 18/6/2017 22:37:31,63.8
250999,1497825452, 18/6/2017 22:37:32,63.8
251999,1497825453, 18/6/2017 22:37:33,63.8
252999,1497825454, 18/6/2017 22:37:34,63.9
253999,1497825455, 18/6/2017 22:37:35,63.9
255000,1497825456, 18/6/2017 22:37:36,64
255998,1497825457, 18/6/2017 22:37:37,64
257000,1497825458, 18/6/2017 22:37:38,64.1
257999,1497825459, 18/6/2017 22:37:39,64.1
259000,1497825460, 18/6/2017 22:37:40,64.1
259999,1497825461, 18/6/2017 22:37:41,64.1
260999,1497825462, 18/6/2017 22:37:42,64.1
261999,1497825463, 18/6/2017 22:37:43,64.2
262999,1497825464, 18/6/2017 22:37:44,64.2
264000,1497825465, 18/6/2017 22:37:45,64.2
264999,1497825466, 18/6/2017 22:37:46,64.2
266000,1497825467, 18/6/2017 22:37:47,64.2
267000,1497825468, 18/6/2017 22:37:48,64.2
267999,1497825469, 18/6/2017 22:37:49,64.2
268998,1497825470, 18/6/2017 22:37:50,64.2
269999,1497825471, 18/6/2017 22:37:51,64.2
271000,1497825472, 18/6/2017 22:37:52,64.2
272000,1497825473, 18/6/2017 22:37:53,64.2
272999,1497825474, 18/6/2017 22:37:54,64.2
273999,1497825475, 18/6/2017 22:37:55,64.2
274999,1497825476, 18/6/2017 22:37:56,64.2
275999,1497825477, 18/6/2017 22:37:57,64.2
276999,1497825478, 18/6/2017 22:37:58,64.2
277999,1497825479, 18/6/2017 22:37:59,64.2
278999,1497825480, 18/6/2017 22:38:0,64.2
280000,1497825481, 18/6/2017 22:38:1,64.2
280998,1497825482, 18/6/2017 22:38:2,64.2
282000,1497825483, 18/6/2017 22:38:3,64.2
283000,1497825484, 18/6/2017 22:38:4,64.2
283999,1497825485, 18/6/2017 22:38:5,64.2
284999,1497825486, 18/6/2017 22:38:6,64.2
285999,1497825487, 18/6/2017 22:38:7,64.2
286999,1497825488, 18/6/2017 22:38:8,64.3
287998,1497825489, 18/6/2017 22:38:9,64.3
288999,1497825490, 18/6/2017 22:38:10,64.3
289999,1497825491, 18/6/2017 22:38:11,64.3
290999,1497825492, 18/6/2017 22:38:12,64.3
291998,1497825493, 18/6/2017 22:38:13,64.3
293000,1497825494, 18/6/2017 22:38:14,64.3
293999,1497825495, 18/6/2017 22:38:15,64.4
294999,1497825496, 18/6/2017 22:38:16,64.4
295998,1497825497, 18/6/2017 22:38:17,64.4
296998,1497825498, 18/6/2017 22:38:18,64.4
297999,1497825499, 18/6/2017 22:38:19,64.5
299000,1497825500, 18/6/2017 22:38:20,64.5
300000,1497825501, 18/6/2017 22:38:21,64.5
300999,1497825502, 18/6/2017 22:38:22,64.5
301999,1497825503, 18/6/2017 22:38:23,64.5
302999,1497825504, 18/6/2017 22:38:24,64.5
303998,1497825505, 18/6/2017 22:38:25,64.5
304999,1497825506, 18/6/2017 22:38:26,64.5
305999,1497825507, 18/6/2017 22:38:27,64.5
306999,1497825508, 18/6/2017 22:38:28,64.5
308000,1497825509, 18/6/2017 22:38:29,64.5
309000,1497825510, 18/6/2017 22:38:30,64.5
309999,1497825511, 18/6/2017 22:38:31,64.5
311000,1497825512, 18/6/2017 22:38:32,64.6
311999,1497825513, 18/6/2017 22:38:33,64.6
312998,1497825514, 18/6/2017 22:38:34,64.6
313999,1497825515, 18/6/2017 22:38:35,64.6
314999,1497825516, 18/6/2017 22:38:36,64.6
316000,1497825517, 18/6/2017 22:38:37,64.7
316999,1497825518, 18/6/2017 22:38:38,64.7
318000,1497825519, 18/6/2017 22:38:39,64.7
318998,1497825520, 18/6/2017 22:38:40,64.7
320000,1497825521, 18/6/2017 22:38:41,64.7
320999,1497825522, 18/6/2017 22:38:42,64.7
321998,1497825523, 18/6/2017 22:38:43,64.7
322998,1497825524, 18/6/2017 22:38:44,64.7
323999,1497825525, 18/6/2017 22:38:45,64.7
325000,1497825526, 18/6/2017 22:38:46,64.6
325999,1497825527, 18/6/2017 22:38:47,64.6
326999,1497825528, 18/6/2017 22:38:48,64.6
327998,1497825529, 18/6/2017 22:38:49,64.6
328999,1497825530, 18/6/2017 22:38:50,64.6
330000,1497825531, 18/6/2017 22:38:51,64.5
330998,1497825532, 18/6/2017 22:38:52,64.5
331999,1497825533, 18/6/2017 22:38:53,64.5
332998,1497825534, 18/6/2017 22:38:54,64.4
333999,1497825535, 18/6/2017 22:38:55,64.4
335000,1497825536, 18/6/2017 22:38:56,64.5
335998,1497825537, 18/6/2017 22:38:57,64.5
336999,1497825538, 18/6/2017 22:38:58,64.5
337999,1497825539, 18/6/2017 22:38:59,64.4
338999,1497825540, 18/6/2017 22:39:0,64.4
339999,1497825541, 18/6/2017 22:39:1,64.4
341998,1497825543, 18/6/2017 22:39:3,64.3
342999,1497825544, 18/6/2017 22:39:4,64.3
344000,1497825545, 18/6/2017 22:39:5,64.3
344999,1497825546, 18/6/2017 22:39:6,64.2
345999,1497825547, 18/6/2017 22:39:7,64.2
346999,1497825548, 18/6/2017 22:39:8,64.2
347999,1497825549, 18/6/2017 22:39:9,64.2
348998,1497825550, 18/6/2017 22:39:10,64.2
349999,1497825551, 18/6/2017 22:39:11,64.2
350999,1497825552, 18/6/2017 22:39:12,64.2
352000,1497825553, 18/6/2017 22:39:13,64.2
353000,1497825554, 18/6/2017 22:39:14,64.1
353999,1497825555, 18/6/2017 22:39:15,64.1
355000,1497825556, 18/6/2017 22:39:16,64.1
355999,1497825557, 18/6/2017 22:39:17,64.1
356999,1497825558, 18/6/2017 22:39:18,64.1
357998,1497825559, 18/6/2017 22:39:19,64.1
358999,1497825560, 18/6/2017 22:39:20,64.1
360000,1497825561, 18/6/2017 22:39:21,64
360998,1497825562, 18/6/2017 22:39:22,64
362000,1497825563, 18/6/2017 22:39:23,64
362999,1497825564, 18/6/2017 22:39:24,64
363999,1497825565, 18/6/2017 22:39:25,64
364999,1497825566, 18/6/2017 22:39:26,64
365999,1497825567, 18/6/2017 22:39:27,63.9
366999,1497825568, 18/6/2017 22:39:28,63.9
367998,1497825569, 18/6/2017 22:39:29,64
368999,1497825570, 18/6/2017 22:39:30,64
369998,1497825571, 18/6/2017 22:39:31,64
370999,1497825572, 18/6/2017 22:39:32,64
371999,1497825573, 18/6/2017 22:39:33,64
372999,1497825574, 18/6/2017 22:39:34,64
373999,1497825575, 18/6/2017 22:39:35,64
375000,1497825576, 18/6/2017 22:39:36,64
375999,1497825577, 18/6/2017 22:39:37,64
376998,1497825578, 18/6/2017 22:39:38,64.1
377999,1497825579, 18/6/2017 22:39:39,64.1
378999,1497825580, 18/6/2017 22:39:40,64.2
379999,1497825581, 18/6/2017 22:39:41,64.2
380999,1497825582, 18/6/2017 22:39:42,64.2
381999,1497825583, 18/6/2017 22:39:43,64.2
382999,1497825584, 18/6/2017 22:39:44,64.2
383998,1497825585, 18/6/2017 22:39:45,64.2
384999,1497825586, 18/6/2017 22:39:46,64.2
385999,1497825587, 18/6/2017 22:39:47,64.2
386999,1497825588, 18/6/2017 22:39:48,64.2
387999,1497825589, 18/6/2017 22:39:49,64.2
388999,1497825590, 18/6/2017 22:39:50,64.2
389999,1497825591, 18/6/2017 22:39:51,64.2
390999,1497825592, 18/6/2017 22:39:52,64.2
392000,1497825593, 18/6/2017 22:39:53,64.2
392998,1497825594, 18/6/2017 22:39:54,64.2
394000,1497825595, 18/6/2017 22:39:55,64.1
394999,1497825596, 18/6/2017 22:39:56,64.1
396000,1497825597, 18/6/2017 22:39:57,64
396999,1497825598, 18/6/2017 22:39:58,64
398000,1497825599, 18/6/2017 22:39:59,64
398999,1497825600, 18/6/2017 22:40:0,64
400000,1497825601, 18/6/2017 22:40:1,64
401000,1497825602, 18/6/2017 22:40:2,64
401999,1497825603, 18/6/2017 22:40:3,64
402999,1497825605, 18/6/2017 22:40:5,64
403998,1497825605, 18/6/2017 22:40:5,63.8
404999,1497825607, 18/6/2017 22:40:7,63.8
405999,1497825608, 18/6/2017 22:40:8,63.7
406999,1497825609, 18/6/2017 22:40:9,63.7
407998,1497825610, 18/6/2017 22:40:10,63.7
408998,1497825611, 18/6/2017 22:40:11,63.7
410000,1497825612, 18/6/2017 22:40:12,63.7
410999,1497825613, 18/6/2017 22:40:13,63.7
411999,1497825614, 18/6/2017 22:40:14,63.7
412999,1497825615, 18/6/2017 22:40:15,63.7
413999,1497825616, 18/6/2017 22:40:16,63.7
415000,1497825617, 18/6/2017 22:40:17,63.8
415998,1497825618, 18/6/2017 22:40:18,63.8
417000,1497825619, 18/6/2017 22:40:19,63.6
417999,1497825620, 18/6/2017 22:40:20,63.6
419000,1497825621, 18/6/2017 22:40:21,63.6
419999,1497825622, 18/6/2017 22:40:22,63.7
420999,1497825623, 18/6/2017 22:40:23,63.7
421999,1497825624, 18/6/2017 22:40:24,63.5
422999,1497825625, 18/6/2017 22:40:25,63.5
424000,1497825626, 18/6/2017 22:40:26,63.5
424999,1497825627, 18/6/2017 22:40:27,63.5
425999,1497825628, 18/6/2017 22:40:28,63.5
426999,1497825629, 18/6/2017 22:40:29,63.5
427999,1497825630, 18/6/2017 22:40:30,63.5
428998,1497825631, 18/6/2017 22:40:31,63.5
429999,1497825632, 18/6/2017 22:40:32,63.5
430999,1497825633, 18/6/2017 22:40:33,63.5
432000,1497825634, 18/6/2017 22:40:34,63.6
432999,1497825635, 18/6/2017 22:40:35,63.6
433998,1497825636, 18/6/2017 22:40:36,63.6
434999,1497825637, 18/6/2017 22:40:37,63.6
435998,1497825638, 18/6/2017 22:40:38,63.7
436999,1497825639, 18/6/2017 22:40:39,63.7
437998,1497825640, 18/6/2017 22:40:40,63.7
438999,1497825641, 18/6/2017 22:40:41,63.6
439999,1497825642, 18/6/2017 22:40:42,63.6
440999,1497825643, 18/6/2017 22:40:43,63.6
441999,1497825644, 18/6/2017 22:40:44,63.6
442999,1497825645, 18/6/2017 22:40:45,63.7
444000,1497825646, 18/6/2017 22:40:46,63.7
444998,1497825647, 18/6/2017 22:40:47,63.7
446000,1497825648, 18/6/2017 22:40:48,63.7
446999,1497825649, 18/6/2017 22:40:49,63.7
447998,1497825650, 18/6/2017 22:40:50,63.7
448999,1497825651, 18/6/2017 22:40:51,63.7
449999,1497825652, 18/6/2017 22:40:52,63.7
450999,1497825653, 18/6/2017 22:40:53,63.7
451998,1497825654, 18/6/2017 22:40:54,63.7
452999,1497825655, 18/6/2017 22:40:55,63.7
453999,1497825656, 18/6/2017 22:40:56,63.7
454999,1497825657, 18/6/2017 22:40:57,63.9
455999,1497825658, 18/6/2017 22:40:58,63.9
456998,1497825659, 18/6/2017 22:40:59,63.8
457999,1497825660, 18/6/2017 22:41:0,63.8
458999,1497825661, 18/6/2017 22:41:1,63.8
460000,1497825662, 18/6/2017 22:41:2,63.8
460998,1497825663, 18/6/2017 22:41:3,63.8
462000,1497825664, 18/6/2017 22:41:4,63.9
462999,1497825665, 18/6/2017 22:41:5,63.9
464000,1497825666, 18/6/2017 22:41:6,63.8
464999,1497825667, 18/6/2017 22:41:7,63.8
465998,1497825668, 18/6/2017 22:41:8,63.8
466999,1497825669, 18/6/2017 22:41:9,63.9
467999,1497825670, 18/6/2017 22:41:10,63.9
468999,1497825671, 18/6/2017 22:41:11,64
469999,1497825672, 18/6/2017 22:41:12,64
470999,1497825673, 18/6/2017 22:41:13,63.9
471999,1497825674, 18/6/2017 22:41:14,63.9
472999,1497825675, 18/6/2017 22:41:15,63.9
474000,1497825676, 18/6/2017 22:41:16,63.9
474998,1497825677, 18/6/2017 22:41:17,63.9
476000,1497825678, 18/6/2017 22:41:18,63.9
476999,1497825679, 18/6/2017 22:41:19,63.9
477999,1497825680, 18/6/2017 22:41:20,63.9
478999,1497825681, 18/6/2017 22:41:21,63.9
479998,1497825682, 18/6/2017 22:41:22,63.9
480999,1497825683, 18/6/2017 22:41:23,63.9
481999,1497825684, 18/6/2017 22:41:24,63.9
483000,1497825685, 18/6/2017 22:41:25,63.9
483999,1497825686, 18/6/2017 22:41:26,63.9
484999,1497825687, 18/6/2017 22:41:27,63.9
485998,1497825688, 18/6/2017 22:41:28,63.9
487000,1497825689, 18/6/2017 22:41:29,63.9
487999,1497825690, 18/6/2017 22:41:30,63.9
488999,1497825691, 18/6/2017 22:41:31,63.9
490000,1497825692, 18/6/2017 22:41:32,63.9
490998,1497825693, 18/6/2017 22:41:33,63.9
492000,1497825694, 18/6/2017 22:41:34,64
492999,1497825695, 18/6/2017 22:41:35,64
493999,1497825696, 18/6/2017 22:41:36,64
494999,1497825697, 18/6/2017 22:41:37,64
496000,1497825698, 18/6/2017 22:41:38,64
496999,1497825699, 18/6/2017 22:41:39,64
497999,1497825700, 18/6/2017 22:41:40,64
499000,1497825701, 18/6/2017 22:41:41,64
499999,1497825702, 18/6/2017 22:41:42,64
500999,1497825703, 18/6/2017 22:41:43,64
501999,1497825704, 18/6/2017 22:41:44,64
502999,1497825705, 18/6/2017 22:41:45,64
503999,1497825706, 18/6/2017 22:41:46,64
504998,1497825707, 18/6/2017 22:41:47,64
506000,1497825708, 18/6/2017 22:41:48,64.1
506999,1497825709, 18/6/2017 22:41:49,64.1
508000,1497825710, 18/6/2017 22:41:50,64.1
508999,1497825711, 18/6/2017 22:41:51,64.1
509999,1497825712, 18/6/2017 22:41:52,64.1
511000,1497825713, 18/6/2017 22:41:53,64.1
511998,1497825714, 18/6/2017 22:41:54,64.1
512999,1497825715, 18/6/2017 22:41:55,64.1
513999,1497825716, 18/6/2017 22:41:56,64.1
514999,1497825717, 18/6/2017 22:41:57,64.1
515999,1497825718, 18/6/2017 22:41:58,64.1
516999,1497825719, 18/6/2017 22:41:59,64.1
517998,1497825720, 18/6/2017 22:42:0,64.1
519000,1497825721, 18/6/2017 22:42:1,64.1
519999,1497825722, 18/6/2017 22:42:2,64.1
520999,1497825723, 18/6/2017 22:42:3,64.2
521999,1497825724, 18/6/2017 22:42:4,64.2
522998,1497825725, 18/6/2017 22:42:5,64.2
523999,1497825726, 18/6/2017 22:42:6,64.2
524999,1497825727, 18/6/2017 22:42:7,64.2
525999,1497825728, 18/6/2017 22:42:8,64.2
526999,1497825729, 18/6/2017 22:42:9,64.2
528000,1497825730, 18/6/2017 22:42:10,64.2
529000,1497825731, 18/6/2017 22:42:11,64.2
529999,1497825732, 18/6/2017 22:42:12,64.2
530999,1497825733, 18/6/2017 22:42:13,64.2
531999,1497825734, 18/6/2017 22:42:14,64.2
532999,1497825735, 18/6/2017 22:42:15,64.2
533999,1497825736, 18/6/2017 22:42:16,64.2
534999,1497825737, 18/6/2017 22:42:17,64.2
536000,1497825738, 18/6/2017 22:42:18,64.2
536998,1497825739, 18/6/2017 22:42:19,64.2
537999,1497825740, 18/6/2017 22:42:20,64.2
538998,1497825741, 18/6/2017 22:42:21,64.2
540000,1497825742, 18/6/2017 22:42:22,64.2
540999,1497825743, 18/6/2017 22:42:23,64.1
